打开QQ音乐 | com.tencent.qqmusic
打开网易云音乐 | com.netease.cloudmusic
切换成英文语言 | com.android.settings
打开网易云音乐播放陈奕迅的歌曲 | com.netease.cloudmusic
我要回家 | com.yongche.android
用QQ与老婆聊天 | com.tencent.mobileqq
打开乐视金融我要骰子 | com.letv.jr
打开UC浏览器 | com.UCMobile
用支付宝转账给 | com.eg.android.AlipayGphone
打开微信 | com.tencent.mm
用支付宝转账给张婷婷 | com.eg.android.AlipayGphone
淘宝搜索森马 | com.taobao.taobao
我要买电影票 | ctrip.android.view
打开微信 | com.tencent.mm
我要跟老婆聊天 | com.tencent.mm
打开时钟 | com.android.deskclock
打开新浪微博的设置 | com.sina.weibo
探探 | com.p1.mobile.putong
打开文件管理器 | com.letv.android.filemanager
QQ空间 | com.tencent.mobileqq
拨打电话 | com.android.dialer
打开图库 | com.android.gallery3d
支付宝扫一扫 | com.eg.android.AlipayGphone
打开图库 | com.android.gallery3d
自拍照 | com.android.camera2
打开乐迷 | com.letv.bbs
微信 | com.tencent.mm
打开地图 | com.baidu.BaiduMap
拨打电话 | com.android.dialer
切换成中文语言 | com.android.settings
看一看明天的天气 | sina.mobile.tianqitongletv
放一首歌 | com.android.music
播放一手本地歌曲 | com.android.music
播放本地音乐林中鸟 | com.android.music
从腾讯视频搜索三生三世十里桃花 | com.tencent.qqlive
打开长文助手上看王者荣耀 | com.tencent.tmgp.sgame
打开QQ给会回消息 | com.tencent.mobileqq
微信朋友圈 | com.tencent.mm
陈QQ给远方全发表情哭 | com.tencent.mobileqq
看一下我的淘宝购物车 | com.taobao.taobao
更换一张壁纸 | com.letv.android.wallpaperonline
打开淘宝 | com.taobao.taobao
微信二维码 | com.tencent.mm
打开通讯录 | com.android.dialer
给丽丽发微信 | com.tencent.mm
打开地图 | com.baidu.BaiduMap
明天的温度 | sina.mobile.tianqitongletv
帮我推荐两首歌 | com.android.music
帮我推荐两首歌 | com.android.music
打开计算器 | com.android.calculator2
打开朋友圈 | com.tencent.mm
我要看照片 | com.android.gallery3d
打开朋友圈 | com.tencent.mm
打开穷游助手 | com.qyer.android.jinnang
哪天下雪 | sina.mobile.tianqitongletv
我想看血战钢锯岭 | com.letv.android.client
高德导航 | com.autonavi.xmgd.navigator
我想看血战钢锯岭 | com.letv.android.client
打开高德导航 | com.autonavi.xmgd.navigator
我想看血战钢锯岭 | com.letv.android.client
打开微信圈 | com.tencent.mm
我想看孤芳不自赏 | com.letv.android.client
我想看三生三世 | com.letv.android.client
我想看三生三世十里桃花 | com.letv.android.client
播放我的音乐 | com.android.music
薄凉首歌来听听 | com.android.music
我想听歌 | com.android.music
我想听音乐 | com.android.music
我想看电影 | com.letv.android.client
自拍 | com.android.camera2
我想自拍 | com.android.camera2
我想自拍 | com.android.camera2
明天天气怎么样 | sina.mobile.tianqitongletv
明天的温度 | sina.mobile.tianqitongletv
帮我查询一下明天的天气 | sina.mobile.tianqitongletv
打开微信扫一扫 | com.tencent.mm
查看淘宝购物车 | com.taobao.taobao
打开QQ浏览器我的视频 | com.tencent.mtt
发微信给s | com.tencent.mm
微信黑名单 | com.tencent.mm
电池状况 | com.android.settings
打开世界时钟 | com.android.deskclock
打开12306 | com.MobileTicket
毛利发微信 | com.tencent.mm
给过完微信 | com.tencent.mm
给丽丽发微信 | com.tencent.mm
给丽丽发微信 | com.tencent.mm
微信二维码付款 | com.tencent.mm
我要买火车票 | ctrip.android.view
高德地图 | com.autonavi.minimap
我想看电影 | com.letv.android.client
微信拼手气红包 | com.tencent.mm
自拍照 | com.android.camera2
播放QQ音乐中的本地音乐 | com.android.music
从QQ音乐播放歌曲 | com.android.music
打开QQ音乐 | com.tencent.qqmusic
播放QQ音乐里的刚好遇见你 | com.tencent.qqmusic
打开高德 | com.autonavi.minimap
打开微信 | com.tencent.mm
微信二维码付款 | com.tencent.mm
QQ | com.tencent.mobileqq
QQ给韩哥发消息 | com.tencent.mobileqq
QQ给韩哥发消息12123 | com.tencent.mobileqq
得到 | com.luojilab.player
得到打开随时听 | com.luojilab.player
打开支付宝 | com.eg.android.AlipayGphone
打开王者荣耀 | com.tencent.tmgp.sgame
打开腾讯视频查找电影 | com.tencent.qqlive
微信扫一扫 | com.tencent.mm
打开高德地图 | com.autonavi.minimap
微信二维码付款 | com.tencent.mm
打开QQ | com.tencent.mobileqq
微信扫一扫 | com.tencent.mm
二逼 | chat
你可以做什么 | chat
你妈逼 | chat
做的很好 | chat
傻逼 | chat
哈喽 | chat
我并不孤独 | chat
我想操你 | chat
操你妈 | chat
操你妈 | chat
没啊 | chat
howdoyoudo | chat
不好玩 | chat
你他妈是不是什么 | chat
你会敢啥样 | chat
你去死吧 | chat
你多大 | chat
你好傻逼 | chat
你好在做什么 | chat
你好小了我就是西站了 | chat
你是个傻逼 | chat
你是小了吗 | chat
你真没用 | chat
你这个傻逼 | chat
信不信我打你 | chat
哈哈 | chat
哈喽 | chat
哎呦喂 | chat
哦哦 | chat
嗯同学 | chat
在干什么 | chat
大坏蛋 | chat
好累呀 | chat
您好 | chat
我也不知道 | chat
我操你妈的逼 | chat
我爱你 | chat
我的命运 | chat
抽烟不 | chat
明天过生日 | chat
毛毛 | chat
流星是混蛋 | chat
难道是女的 | chat
关闭 | chat
小乐男人自动退出 | chat
小鱼是个烂叼毛 | chat
傻逼 | chat
哈喽 | chat
哈喽哈喽 | chat
嗨 | chat
小乐 | chat
志芳是大笨蛋 | chat
推荐一些网站 | chat
推荐你一些网站可以看那些东西的 | chat
用网易云音乐搜索周杰伦的歌 | com.netease.cloudmusic
打开王者荣耀 | com.tencent.tmgp.sgame
查看天气 | sina.mobile.tianqitongletv
看看今天天气怎么样 | sina.mobile.tianqitongletv
打开遥控精灵 | com.tiqiaa.icontrol
打开音乐听歌 | com.android.music
下载王小荣耀 | com.letv.app.appstore
朋友圈 | com.tencent.mm
QQ空间 | com.tencent.mobileqq
QQ空间 | com.tencent.mobileqq
你吃饭没有 | com.dianping.v1
打开淘宝 | com.taobao.taobao
创建群 | com.tencent.mobileqq
微信朋友圈 | com.tencent.mm
打开QQ | com.tencent.mobileqq
打开王者荣耀前瞻版 | com.tencent.tmgp.sgame
下载红包助手 | com.letv.app.appstore
下载红包助手 | com.letv.app.appstore
打开QQ | com.tencent.mobileqq
给郝玉莹发微信 | com.tencent.mm
微信二维码支付 | com.tencent.mm
打开UC浏览器 | com.UCMobile
发微信给我分数差 | com.tencent.mm
今天天气怎么样 | sina.mobile.tianqitongletv
你吃饭吗 | com.dianping.v1
微信朋友圈 | com.tencent.mm
清理后台 | com.letv.android.supermanager
今天天气怎么样 | sina.mobile.tianqitongletv
打开虾米音乐听会儿歌 | fm.xiami.main
看看中超直播 | com.letv.android.client
微信扫一扫 | com.tencent.mm
微信二维码付款 | com.tencent.mm
微信二维码付款 | com.tencent.mm
微信付款 | com.tencent.mm
打开VPN | com.android.settings
关闭VPN | com.android.settings
切换语言为英文 | com.android.settings
关闭VPN | com.android.settings
关闭VPN | com.android.settings
微信付款 | com.tencent.mm
微信支付 | com.tencent.mm
微信支付 | com.tencent.mm
自拍照 | com.android.camera2
微信支付 | com.tencent.mm
发短信你好给一 | com.android.mms
打开酷狗音乐 | com.kugou.android
打开乐视地图 | com.letv.android.client
打开地图 | com.baidu.BaiduMap
播放音乐 | com.android.music
打开壁纸 | com.letv.android.wallpaperonline
使用微博搜索 | com.sina.weibo
打开支付宝付款吗 | com.eg.android.AlipayGphone
关掉手机 | com.android.settings
从腾讯视频搜索三生三世十里桃花 | com.tencent.qqlive
用易道打车到公司 | com.yongche.android
打开UC浏览器 | com.UCMobile
打开网易云 | com.netease.newsreader.activity
我要看企鹅电竞张大仙的直播 | com.letv.android.client
能发QQ空间吗 | com.qzone
扫一扫 | com.tencent.mm
支付宝付款 | com.eg.android.AlipayGphone
打开王者荣耀 | com.tencent.tmgp.sgame
QQ空间签到 | com.tencent.mobileqq
使用微博搜索 | com.sina.weibo
QQ余额提现 | com.tencent.mobileqq
关闭个人热点 | com.android.settings
关闭个人热点 | com.android.settings
打开腾讯视频 | com.tencent.qqlive
打开热点 | com.android.settings
关闭个人热点 | com.android.settings
打开腾讯视频观看三生三世十里桃花 | com.tencent.qqlive
打开腾讯视频 | com.tencent.qqlive
用QQ音乐播放八连杀 | com.tencent.qqmusic
打开QQ | com.tencent.mobileqq
打开微信 | com.tencent.mm
打开淘宝 | com.taobao.taobao
记一下黄山真美 | com.letv.android.note
开始拍照 | com.android.gallery3d
QQ | com.tencent.mobileqq
放一首歌 | com.android.music
打开个人热点 | com.android.settings
关闭个人热点 | com.android.settings
关闭个人热点 | com.android.settings
外卖 | com.baidu.lbs.waimai
关闭个人热点 | com.android.settings
微信扫一扫 | com.tencent.mm
查看天气 | sina.mobile.tianqitongletv
设置主题 | com.letv.android.themestore
关闭个人热点 | com.android.settings
关闭个人热点 | com.android.settings
QQ空间签到 | com.tencent.mobileqq
去QQ空间签到 | com.tencent.mobileqq
去QQ空间签到 | com.tencent.mobileqq
关闭个人热点 | com.android.settings
关闭个人热点 | com.android.settings
关闭个人热点 | com.android.settings
关闭个人热点 | com.android.settings
关闭个人热点 | com.android.settings
关闭个人热点 | com.android.settings
打开驾校一点通 | com.jxedt
查看体育直播 | com.lesports.glivesports
查看体育NBA | com.lesports.glivesports
使用微博搜索 | com.sina.weibo
关闭VPN | com.android.settings
关闭个人热点 | com.android.settings
使用微博搜索 | com.sina.weibo
关闭个人热点 | com.android.settings
关闭个人热点 | com.android.settings
关闭VPN | com.android.settings
关闭个人热点 | com.android.settings
应用管理 | com.android.settings
关闭个人热点 | com.android.settings
关闭个人热点 | com.android.settings
打开文档 | com.android.documentsui
关闭个人热点 | com.android.settings
录音机 | com.letv.android.recorder
播放器 | com.letv.android.videoplayer
关闭VPN | com.android.settings
关闭VPN | com.android.settings
关闭个人热点 | com.android.settings
打开植物大战僵尸 | com.ea.game.pvz2_row
打开UC浏览器 | com.UCMobile
打开联系人和 | com.android.dialer
关闭VPN | com.android.settings
播放本地音乐 | com.android.music
拨打电话 | com.android.dialer
打开UC浏览器 | com.UCMobile
打开联系人 | com.android.dialer
开启个人热点 | com.android.settings
下载主题 | com.letv.app.appstore
播放本地歌曲 | com.android.music
下载主题 | com.letv.app.appstore
打开主题商店 | com.letv.android.themestore
打开QQ | com.tencent.mobileqq
关闭VPN | com.android.settings
关闭VPN | com.android.settings
播放本地音乐 | com.android.music
关闭个人热点 | com.android.settings
关闭个人热点 | com.android.settings
查看体育直播 | com.lesports.glivesports
在QQ给赵明回消息我操 | com.tencent.mobileqq
查看体育直播 | com.lesports.glivesports
使用微博搜索 | com.sina.weibo
发微博 | com.sina.weibo
使用微博搜索 | com.sina.weibo
切换语言为英文 | com.android.settings
切换语言为英文 | com.android.settings
播放本地音乐 | com.android.music
播放本地音乐 | com.android.music
使用微博搜索 | com.sina.weibo
使用微博搜索 | com.sina.weibo
播放本地音乐 | com.android.music
播放最近音乐 | com.android.music
播放本地音乐 | com.android.music
使用微博搜索 | com.sina.weibo
扫一扫 | com.tencent.mm
播放本地音乐 | com.android.music
反馈你能智能点吗 | com.letv.android.bugreporter
开始录音 | com.letv.android.recorder
播放本地音乐 | com.android.music
关闭VPN | com.android.settings
打开VPN | com.android.settings
关闭所有后台程序 | com.letv.android.supermanager
打开QQ | com.tencent.mobileqq
我要看今天的体育新闻 | com.lesports.glivesports
使用en微博搜索 | com.sina.weibo
记录一下今天天气挺好 | com.letv.android.note
关闭个人热点 | com.android.settings
关闭个人热点 | com.android.settings
使用微博搜索 | com.sina.weibo
使用微博搜索 | com.sina.weibo
使用微博搜索 | com.sina.weibo
使用微博搜索 | com.sina.weibo
打开电话本 | com.android.dialer
给糖给媛发微信 | com.tencent.mm
打开视频播放器 | com.moliplayer.android
打开播放器 | com.letv.android.videoplayer
播放音乐 | com.android.music
打开乐播放器 | com.letv.android.videoplayer
打开本地音乐 | com.android.music
转到谷歌输入法 | com.android.settings
按这个发文字朋友圈 | com.tencent.mm
发陈志朋友圈 | com.tencent.mm
发陈志朋友圈 | com.tencent.mm
发陈志朋友圈 | com.tencent.mm
发陈志朋友圈 | com.tencent.mm
发陈志朋友圈 | com.tencent.mm
发陈志朋友圈 | com.tencent.mm
陈志朋友圈 | com.tencent.mm
查看天气 | sina.mobile.tianqitongletv
打开乐视视频 | com.letv.android.client
打开QQ | com.tencent.mobileqq
打开QQ | com.tencent.mobileqq
使用微博搜索绿意 | com.sina.weibo
使用微博搜索陆毅 | com.sina.weibo
打开乐视视频 | com.letv.android.client
使用微博搜索绿意 | com.sina.weibo
打开乐视视频 | com.letv.android.client
使用微博搜索绿意绿意 | com.sina.weibo
乐视视频他不打开 | com.letv.android.client
打开地图 | com.baidu.BaiduMap
图库 | com.android.gallery3d
打开图库 | com.android.gallery3d
打开微博 | com.sina.weibo
打开地图 | com.baidu.BaiduMap
打开天气 | sina.mobile.tianqitongletv
清理缓存 | com.letv.android.supermanager
结束后台进程 | com.letv.android.supermanager
播放音乐 | com.android.music
打开壁纸 | com.letv.android.wallpaperonline
拨打电话 | com.android.dialer
打开图库 | com.android.gallery3d
打开图库 | com.android.gallery3d
打开图库 | com.android.gallery3d
使用微博搜索绿意 | com.sina.weibo
查看天气 | sina.mobile.tianqitongletv
使用微博搜索录音 | com.sina.weibo
使用微博搜索绿意 | com.sina.weibo
使用微博搜索绿意 | com.sina.weibo
打开钱包 | com.letv.walletbiz
打开地图 | com.baidu.BaiduMap
使用微博搜索绿意 | com.sina.weibo
购买电影票 | ctrip.android.view
下载游戏 | com.letv.app.appstore
使用微博搜索绿意 | com.sina.weibo
使用微博搜索 | com.sina.weibo
使用微博搜索 | com.sina.weibo
用微博搜索她就给你直接打开微博 | com.sina.weibo
使用微博搜索绿意 | com.sina.weibo
使用微博搜索那个语音助手用友网络慢的找一些东西就搜不出来 | com.sina.weibo
使用微博搜索 | com.sina.weibo
使用微博搜索 | com.sina.weibo
日出时间 | sina.mobile.tianqitongletv
播放本地音乐 | com.android.music
淘宝查看订单 | com.taobao.taobao
看看允许是不是 | com.letv.android.client
发短信给二 | com.android.mms
微信二维码付款 | com.tencent.mm
打开御剑情缘 | com.zlongame.yjqy.mi
打开御剑情缘 | com.zlongame.yjqy.mi
打开御剑情缘游戏 | com.zlongame.yjqy.mi
QQ浏览器 | com.tencent.mtt
查看天气 | sina.mobile.tianqitongletv
打开时钟 | com.android.deskclock
发短信 | com.android.mms
乐视视频 | com.letv.android.client
新浪微博 | com.sina.weibo
记下黄山真美 | com.letv.android.note
记一下明天九点开会 | com.letv.android.note
转到谷歌输入法 | com.android.settings
二维码付款 | com.tencent.mm
微信付款 | com.tencent.mm
打开应用宝 | com.tencent.android.qqdownloader
打开QQ | com.tencent.mobileqq
打开微信小小豪 | com.tencent.mm
打开微信小小豪 | com.tencent.mm
打开微信小小号 | com.tencent.mm
用QQ音乐播放本兮的下雪的季节 | com.tencent.qqmusic
播放乐视视频 | com.letv.android.client
重启手机 | com.android.settings
给李亮民发QQ红包 | com.tencent.mobileqq
乐视视频播放复仇者联盟 | com.letv.android.client
打开QQ | com.tencent.mobileqq
乐视视频播放复仇者联盟 | com.letv.android.client
微信二维码付款 | com.tencent.mm
打开UC浏览器 | com.UCMobile
打开浏览器 | com.android.browser
乐视视频播放复仇者联盟 | com.letv.android.client
乐视视频播放复仇者联盟 | com.letv.android.client
乐视视频播放复仇者联盟 | com.letv.android.client
乐视视频播放复仇者联盟 | com.letv.android.client
落石视频播放复仇者联盟 | com.letv.android.client
乐视视频播放复仇者联盟 | com.letv.android.client
乐视视频播放复仇者联盟 | com.letv.android.client
打开UC浏览器 | com.UCMobile
乐视视频播放复仇者联盟 | com.letv.android.client
乐视视频播放复仇者联盟 | com.letv.android.client
用网易云音乐播放周杰伦的告白气球 | com.netease.cloudmusic
打开音乐 | com.android.music
有网易云音乐播放echo | com.netease.cloudmusic
你吃饭了吗 | com.dianping.v1
新浪微博搜索张杰这个手机 | com.sina.weibo
打开音乐 | com.android.music
查看天气 | sina.mobile.tianqitongletv
查看天气 | sina.mobile.tianqitongletv
查看天气 | sina.mobile.tianqitongletv
查看天气 | sina.mobile.tianqitongletv
新浪微博搜索张杰 | com.sina.weibo
我要看李连杰的电影 | com.letv.android.client
切换为英文 | com.android.settings
酷狗音乐播放传奇 | com.kugou.android
酷狗音乐播放我一生宠爱 | com.kugou.android
打开酷狗我要听一生宠爱 | com.kugou.android
微信二维码付款 | com.tencent.mm
酷狗音乐播放 | com.android.music
酷狗音乐播放匆匆那年 | com.kugou.android
播放重来哪年 | com.letv.android.client
酷狗音乐播放重来哪年 | com.kugou.android
酷狗音乐播放 | com.android.music
酷狗音乐播放巡山是多么寂寞 | com.kugou.android
酷狗音乐播放一生宠爱 | com.kugou.android
打开UC浏览器 | com.UCMobile
打开便签 | com.letv.android.note
计一下明天 | com.letv.android.note
打开QQ | com.tencent.mobileqq
记一下明天去见一下唱唱的老师 | com.letv.android.note
打开王者荣耀 | com.tencent.tmgp.sgame
天气怎么样 | sina.mobile.tianqitongletv
日出时间 | sina.mobile.tianqitongletv
打开微信小程序 | com.tencent.mm
打开微信小程序 | com.tencent.mm
打开微信小程序 | com.tencent.mm
发个朋友圈 | com.tencent.mm
发个朋友圈 | com.tencent.mm
打开微信朋友圈 | com.tencent.mm
发个微博 | com.sina.weibo
打开王者荣耀 | com.tencent.tmgp.sgame
打开微信 | com.tencent.mm
计一下起英文名 | com.letv.android.note
上京东搜索ZUK手机 | com.jingdong.app.mall
酷狗音乐播放一声所爱 | com.kugou.android
打开淘宝 | com.taobao.taobao
自拍照 | com.android.camera2
重启手机 | com.android.settings
重启手机 | com.android.settings
打开VPN | com.android.settings
王者荣耀 | com.tencent.tmgp.sgame
播放王牌对王牌 | com.letv.android.client
播放甄嬛传第72集十三分 | com.letv.android.client
播放回家的诱惑32集第十八分钟 | com.letv.android.client
播放回家的诱惑第32集 | com.letv.android.client
更换字体 | com.letv.android.themestore
QQ音乐 | com.tencent.qqmusic
推荐几首歌 | com.android.music
创建群 | com.tencent.mobileqq
壁纸 | com.letv.android.wallpaperonline
x打开QQ群 | com.tencent.mobileqq
微信二维码付款 | com.tencent.mm
支付宝二维码付款 | com.eg.android.AlipayGphone
支付宝二维码付款 | com.eg.android.AlipayGphone
清理后台 | com.letv.android.supermanager
清理后台 | com.letv.android.supermanager
打开微信 | com.tencent.mm
微信字体大小 | com.tencent.mm
微信字体大小 | com.tencent.mm
支付宝 | com.eg.android.AlipayGphone
支付宝发红包 | com.eg.android.AlipayGphone
计算器 | com.android.calculator2
天气 | sina.mobile.tianqitongletv
QQ音乐播放一首 | com.tencent.qqmusic
太极快的看 | com.letv.android.client
QQ音乐播放一首明天会更好 | com.tencent.qqmusic
播放速度与激情 | com.letv.android.client
王者荣耀 | com.tencent.tmgp.sgame
记下2月20号下午五点开家长会 | com.letv.android.note
微信二维码 | com.tencent.mm
查看微信下载文件 | com.letv.android.filemanager
重启手机 | com.android.settings
重新启动桌面 | com.android.launcher3
微信扫一扫 | com.tencent.mm
打开乐视视频 | com.letv.android.client
打开微信 | com.tencent.mm
创建群 | com.tencent.mm
创建群 | com.tencent.mobileqq
创建微信群 | com.tencent.mm
行车记录仪 | com.qihoo.dr
打开行车记录仪 | com.qihoo.dr
清理手机 | com.android.settings
打开微信下载文件 | com.letv.android.filemanager
打开行车记录仪 | com.qihoo.dr
清理手机 | com.android.settings
清理手机 | com.android.settings
打开行车记录仪 | com.qihoo.dr
清理手机 | com.android.settings
打开行车记录仪 | com.qihoo.dr
打开酷狗 | com.kugou.android
打开音乐 | com.android.music
打开网易云月 | com.netease.newsreader.activity
开网易云音乐 | com.netease.cloudmusic
支付宝付款 | com.eg.android.AlipayGphone
开启小米运动 | com.xiaomi.hm.health
天的天气怎么样 | sina.mobile.tianqitongletv
播放音乐 | com.android.music
QQ给属猴男发红包 | com.tencent.mobileqq
帮我在QQ上给朱浩楠发红包 | com.tencent.mobileqq
打开QQ空间 | com.tencent.mobileqq
自拍照 | com.android.camera2
清理后台 | com.letv.android.supermanager
播放嗨曲 | com.letv.android.client
淘宝查看订单 | com.taobao.taobao
看看的封釉 | com.letv.android.client
打开微信 | com.tencent.mm
手电筒 | com.frego.flashlight
打开微信 | com.tencent.mm
qqq给小号发两块五的红包 | com.tencent.mm
微信扫一扫 | com.tencent.mm
打开QQ给小号发 | com.tencent.mobileqq
QQ音乐搜索 | com.tencent.qqmusic
打开QQ给李容和发消息问她在吗 | com.tencent.mobileqq
打开QQ添加好友10080 | com.tencent.mobileqq
我要玩王者荣耀 | com.tencent.tmgp.sgame
打开QQ空间 | com.tencent.mobileqq
打开小恩爱 | com.xiaoenai.app
打开QQ给网上发我操你妈 | com.tencent.mobileqq
打开QQ位俊俊发消息发我操你妈QQ给微信 | com.tencent.mm
打开QQ给微信发消息发我操你妈 | com.tencent.mm
打开QQ给魏俊发消息 | com.tencent.mobileqq
微信扫一扫 | com.tencent.mm
打开QQ给了妆发消息说我在打大乱斗 | com.tencent.mobileqq
微信扫一扫 | com.tencent.mm
查看天气 | sina.mobile.tianqitongletv
系统更新 | com.letv.android.ota
打开人人视频 | com.zhongduomei.rrmj.society
手电筒 | com.frego.flashlight
我要看比例比例动画 | com.letv.android.client
打开哔哩哔哩动画应用 | tv.danmaku.bili
关掉所有后台 | com.letv.android.supermanager
打开QQ | com.tencent.mobileqq
打开朋友圈 | com.tencent.mm
重启手机 | com.android.settings
查看天气 | sina.mobile.tianqitongletv
微信扫一扫 | com.tencent.mm
用QQ音乐给我播放匆匆那年 | com.tencent.qqmusic
打开QQ | com.tencent.mobileqq
打开QQ | com.tencent.mobileqq
打开百度网盘 | com.baidu.netdisk
打开百度网盘双开 | com.baidu.netdisk
打开QQ邮箱 | com.tencent.androidqqmail
清理后台运存 | com.letv.android.supermanager
给坤发微信 | com.tencent.mm
打开QQ给小米五高配君子发信息 | com.tencent.mobileqq
打开电影天堂 | com.dianping.movieheaven
查看短信 | com.android.mms
打开主题商店 | com.letv.android.themestore
打开百度网盘 | com.baidu.netdisk
用微信哪款发红包 | com.tencent.mm
打开百度网盘 | com.baidu.netdisk
用卡一发信息 | com.android.mms
微信 | com.tencent.mm
天气 | sina.mobile.tianqitongletv
打开QQ | com.tencent.mobileqq
打开微信 | com.tencent.mm
清理后台 | com.letv.android.supermanager
清理手机后台 | com.letv.android.supermanager
重启手机 | com.android.settings
放首歌听听 | com.android.music
拨打电话屏 | com.android.dialer
打开微信 | com.tencent.mm
打开QQ | com.tencent.mobileqq
王者荣耀 | com.tencent.tmgp.sgame
给我拍几张照片 | com.android.gallery3d
查看天气 | sina.mobile.tianqitongletv
天气预报 | sina.mobile.tianqitongletv
打开QQ | com.tencent.mobileqq
微信二维码付款 | com.tencent.mm
微信付款 | com.tencent.mm
打开微信 | com.tencent.mm
打开QQ音乐 | com.tencent.qqmusic
打开闹钟 | com.android.deskclock
支付宝二维码收款 | com.eg.android.AlipayGphone
微信二维码付款 | com.tencent.mm
今天天气怎么样 | sina.mobile.tianqitongletv
微信二维码付款 | com.tencent.mm
给我看看课表 | com.letv.android.client
打开联系人 | com.android.dialer
播放多幸运 | com.letv.android.client
发微信给李凤珠 | com.tencent.mm
发微信给李凤珠问他起床了没 | com.tencent.mm
打开QQ音乐 | com.tencent.qqmusic
查看QQ下载文件 | com.letv.app.appstore
查看微信下载文件 | com.letv.android.filemanager
查看微信设置文件 | com.tencent.mm
今天天气 | sina.mobile.tianqitongletv
看电影 | com.letv.android.client
打开支付宝 | com.eg.android.AlipayGphone
重启手机 | com.android.settings
切换壁纸 | com.letv.android.wallpaperonline
打开QQ | com.tencent.mobileqq
微信朋友圈 | com.tencent.mm
用QQ空间发说说 | com.tencent.mobileqq
打开天气 | sina.mobile.tianqitongletv
播放本地音乐 | com.android.music
播放本地音乐 | com.android.music
播放本地音乐 | com.android.music
播放本地音乐 | com.android.music
播放本地音乐 | com.android.music
播放本地音乐 | com.android.music
播放本地音乐 | com.android.music
播放本地音乐 | com.android.music
播放本地音乐 | com.android.music
播放本地音乐 | com.android.music
播放本地音乐 | com.android.music
播放本地音乐 | com.android.music
播放本地音乐 | com.android.music
打开便签 | com.letv.android.note
今天天气怎么样 | sina.mobile.tianqitongletv
我慢相机 | com.android.camera2
魔漫相机 | com.manboker.headportrait
在手机京东上买外套 | com.jingdong.app.mall
用手机京东买外套 | com.jingdong.app.mall
拍照 | com.android.gallery3d
关闭所有后台程序 | com.letv.android.supermanager
播放本地音乐 | com.android.music
播放本地音乐 | com.android.music
播放本地音乐 | com.android.music
快牙 | com.dewmobile.kuaiya
打开电池状况 | com.android.settings
打开微信 | com.tencent.mm
打开电池状况 | com.android.settings
打开个人热点 | com.android.settings
关闭个人热点 | com.android.settings
打开个人热点 | com.android.settings
使用京东搜索外套 | com.jingdong.app.mall
打开全民k歌 | com.tencent.karaoke
打开个人热点 | com.android.settings
关闭个人热点 | com.android.settings
关闭VPN | com.android.settings
据全民k歌搜索演员 | com.tencent.karaoke
去全民k歌搜索演员 | com.tencent.karaoke
打开支付宝 | com.eg.android.AlipayGphone
打开王者荣耀 | com.tencent.tmgp.sgame
给会儿他娘发红包 | com.tencent.mm
朋友圈发文字 | com.tencent.mm
打开个人热点 | com.android.settings
打开个人热点 | com.android.settings
打开VPN | com.android.settings
关闭个人热点 | com.android.settings
打开VPN | com.android.settings
打开VPN | com.android.settings
关闭VPN | com.android.settings
关闭VPN | com.android.settings
今天的天气怎么样 | sina.mobile.tianqitongletv
关闭VPN | com.android.settings
你什么打开VPN | com.android.settings
打开个人热点 | com.android.settings
支付宝扫一扫 | com.eg.android.AlipayGphone
支付宝付款 | com.eg.android.AlipayGphone
打开VPN | com.android.settings
打开VPN | com.android.settings
打开VPN | com.android.settings
系统升级 | com.mediatek.systemupdate
打开遥控 | com.letv.android.remotecontrol
打开个人热点 | com.android.settings
用QQ给珊珊来迟发信息 | com.tencent.mobileqq
播放本地音乐 | com.android.music
用QQ给珊珊来迟发红包 | com.tencent.mobileqq
关闭VPN | com.android.settings
打开VPN | com.android.settings
打开VPN | com.android.settings
关闭VPN | com.android.settings
关闭VPN | com.android.settings
打开地图 | com.baidu.BaiduMap
打开地图 | com.baidu.BaiduMap
打开日历 | com.android.calendar
打开QQ给纠结发你好 | com.tencent.mobileqq
QQ | com.tencent.mobileqq
少了你吃饭了吗 | com.dianping.v1
微信扫一扫 | com.tencent.mm
拨打电话 | com.android.dialer
从腾讯视频搜索三生三世十里桃花 | com.tencent.qqlive
看一下明天的天气 | sina.mobile.tianqitongletv
微信朋友圈 | com.tencent.mm
打开手机QQ | com.tencent.mobileqq
打开腾讯QQ | com.tencent.mobileqq
语音助手 | com.singulariti.niapp
设置中的语音助手 | com.singulariti.niapp
上百度搜索爸爸 | com.baidu.searchbox
播放音乐 | com.android.music
设置主题 | com.letv.android.themestore
自拍 | com.android.camera2
微信朋友圈 | com.tencent.mm
使用微博搜索 | com.sina.weibo
用嘀嘀叫车去美国 | com.sdu.didi.psnger
用微博搜索范冰冰 | com.sina.weibo
使用微博搜索 | com.sina.weibo
使用微博搜索 | com.sina.weibo
使用微博搜索123 | com.sina.weibo
我要看今天的体育新闻 | com.lesports.glivesports
我要看体育新闻 | com.lesports.glivesports
我要看体育新闻 | com.lesports.glivesports
我要看今天的体育新闻 | com.lesports.glivesports
体育比赛 | com.lesports.glivesports
打开个人热点 | com.android.settings
关闭个人热点 | com.android.settings
给10086发微信说123 | com.tencent.mm
播放速度与激情 | com.letv.android.client
用微博搜索 | com.sina.weibo
用微博搜索123 | com.sina.weibo
播放音乐 | com.android.music
查看天气 | sina.mobile.tianqitongletv
语音助手 | com.singulariti.niapp
短信 | com.android.mms
